37.4394,541.209
612.176,494.317
38.1312,353.148
53.4418,131.485
143.061,631.72
689.945,468.535
112.748,529.418
141.488,504.818
661.051,445.938
98.7899,384.593
697.388,180.396
536.489,287.228
192.407,20.4394
282.787,229.8
240.825,281.514
246.928,322.461
649.731,62.3332
352.966,666.787
633.392,534.94
488.312,437.487
141.404,228.433
17.3633,240.241
397.559,231.359
565.785,282.386
475.898,468.539
322.422,550.317
397.559,74.7588
672.862,432.883
571.219,530.262
104.653,482.822
356.71,67.6477
400.407,253.679
282.304,426.838
58.7767,507.171
189.751,460.382
659.912,226.628
639.031,467.23
415.026,233.305
547.266,161.659
616.655,339.341
494.859,148.122
629.998,433.455
471.101,314.222
138.244,137.168
91.5848,110.02
390.697,423.977
565.162,429.16
54.5249,438.552
334.351,153.797
531.029,612.387
475.735,385.784
228.833,410.446
578.381,321.33
358.917,404.467
486.465,593.043
343.169,509.312
530.363,137.688
498.807,576.21
224.318,312.468
595.836,81.813
661.559,217.046
43.6892,305.472
79.4653,445.964
210.416,130.715
432.264,629.409
623.249,69.1893
436.519,282.936
59.4163,40.128
630.923,230.343
579.327,601.036
117.862,112.98
297.791,166.313
22.7643,455.534
259.71,10.62
342.358,599.388
10.0261,488.931
315.293,273.228
220.704,270.082
192.119,314.184
271.504,225.292
530.732,504.067
42.5331,656.365
396.127,539.465
118.663,508.713
395.691,699.538
559.016,560.887
22.6471,526.247
135.638,325.841
141.451,485.248
396.774,460.756
87.7495,19.617
350.425,420.653
216.701,466.482
130.924,351.149
72.633,645.785
144.6,457.422
212.373,594.922
49.9187,541.435
656.694,558.111
176.594,648.524
500.383,198.743
634.318,612.829
59.7537,551.632
15.2146,143.044
283.005,376.444
146.539,39.4232
101.869,635.099
588.197,580.595
457.263,350.016
537.466,472.584
269.367,367.476
239.905,102.63
88.4678,384.051
658.913,583.958
97.7359,157.456
506.619,233.002
500.257,64.9136
594.405,275.874
66.2308,24.1317
598.416,414.556
172.309,344.396
299.481,251.83
303.838,21.0526
197.897,512.389
56.02,243.066
255.557,448.865
608.426,222.542
70.2723,77.9227
398.23,119.558
635.497,133.323
378.348,272.291
484.803,677.073
278.871,299.931
381.654,360.334
557.607,595.319
249.059,76.6595
562.905,670.038
398.55,392.649
590.894,370.741
558.201,0.419881
461.411,530.525
354.724,685.405
193.661,669.743
352.314,140.327
308.435,115.205
299.588,530.589
334.275,152.149
690.966,134.579
48.0798,270.968
91.6468,166.354
